"","location","time","fertility_rate","life_expectancy","pop_mlns"
"1246","KOR",1971,4.5,62.7,32.8827
"1247","KOR",1972,4.1,63.1,33.50541
"1248","KOR",1973,4.1,63.5,34.10315
"1249","KOR",1974,3.8,63.9,34.69227
"1250","KOR",1975,3.4,64.3,35.28073
"1251","KOR",1976,3,64.6,35.84852
"1252","KOR",1977,3,65,36.4118
"1253","KOR",1978,2.6,65.3,36.96918
"1254","KOR",1979,2.9,65.6,37.53423
"1255","KOR",1980,2.8,66.1,38.12377
"1256","KOR",1981,2.6,66.7,38.72325
"1257","KOR",1982,2.4,67.2,39.32635
"1258","KOR",1983,2.1,67.7,39.9104
"1259","KOR",1984,1.7,68.3,40.40596
"1260","KOR",1985,1.7,68.9,40.80574
"1261","KOR",1986,1.6,69.5,41.21368
"1262","KOR",1987,1.5,70.1,41.62169
"1263","KOR",1988,1.6,70.7,42.03125
"1264","KOR",1989,1.6,71.2,42.44904
"1265","KOR",1990,1.6,71.7,42.86928
"1266","KOR",1991,1.7,72.2,43.2957
"1267","KOR",1992,1.8,72.6,43.74796
"1268","KOR",1993,1.7,73.1,44.19463
"1269","KOR",1994,1.7,73.5,44.64154
"1270","KOR",1995,1.6,73.8,45.09299
"1271","KOR",1996,1.6,74.2,45.52468
"1272","KOR",1997,1.5,74.7,45.95358
"1273","KOR",1998,1.4,75.1,46.2865
"1274","KOR",1999,1.4,75.5,46.61668
"1275","KOR",2000,1.5,76,47.00811
"1276","KOR",2001,1.3,76.5,47.35736
"1277","KOR",2002,1.2,76.8,47.62218
"1278","KOR",2003,1.2,77.3,47.85931
"1279","KOR",2004,1.2,77.8,48.03941
"1280","KOR",2005,1.1,78.2,48.13808
"1281","KOR",2006,1.1,78.8,48.37195
"1282","KOR",2007,1.3,79.2,48.59765
"1283","KOR",2008,1.2,79.6,48.9487
"1284","KOR",2009,1.1,80,49.18204
"1285","KOR",2010,1.2,80.2,49.41037
"1286","KOR",2011,1.2,80.6,49.77944
"1287","KOR",2012,1.3,80.9,50.00444
"1288","KOR",2013,1.2,81.4,50.22
"1289","KOR",2014,1.2,81.8,50.424
"1290","LUX",1960,2.3,69.4,0.313969
"1291","LUX",1971,2,69.7,0.34242
"1292","LUX",1972,1.8,70.9,0.3466
"1293","LUX",1973,1.6,70.8,0.35045
"1294","LUX",1974,1.6,70.8,0.35505
"1295","LUX",1975,1.6,70.8,0.35895
"1296","LUX",1976,1.5,70.8,0.360731
"1297","LUX",1977,1.5,72.2,0.361357
"1298","LUX",1978,1.5,72.1,0.362007
"1299","LUX",1979,1.5,72.8,0.362855
"1300","LUX",1980,1.5,72.8,0.36415
"1301","LUX",1981,1.6,72.6,0.365225
"1302","LUX",1982,1.5,72.7,0.365525
"1303","LUX",1983,1.4,73.5,0.365622
"1304","LUX",1984,1.4,73.3,0.365998
"1305","LUX",1985,1.4,73.8,0.366706
"1306","LUX",1986,1.4,74.7,0.368355
"1307","LUX",1987,1.4,74.3,0.37075
"1308","LUX",1988,1.5,75,0.37345
"1309","LUX",1989,1.5,74.8,0.3771
"1310","LUX",1990,1.6,75.6,0.38185
"1311","LUX",1991,1.6,75.7,0.387
"1312","LUX",1992,1.7,75.3,0.392175
"1313","LUX",1993,1.7,75.9,0.397475
"1314","LUX",1994,1.7,76.6,0.402925
"1315","LUX",1995,1.7,76.8,0.408625
"1316","LUX",1996,1.8,76.8,0.414225
"1317","LUX",1997,1.7,77,0.41945
"1318","LUX",1998,1.7,77.3,0.4247
"1319","LUX",1999,1.7,77.9,0.430475
"1320","LUX",2000,1.8,78,0.4363
"1321","LUX",2001,1.7,77.9,0.4415
"1322","LUX",2002,1.6,78.1,0.4462
"1323","LUX",2003,1.6,77.8,0.45
"1324","LUX",2004,1.7,79.2,0.455
"1325","LUX",2005,1.6,79.5,0.4612
"1326","LUX",2006,1.6,79.4,0.4691
"1327","LUX",2007,1.6,79.5,0.4762
"1328","LUX",2008,1.6,80.6,0.4838
"1329","LUX",2009,1.6,80.7,0.4935
"1330","LUX",2010,1.6,80.7,0.5021
"1331","LUX",2011,1.5,81.1,0.5118
"1332","LUX",2012,1.6,81.5,0.5249
"1333","LUX",2013,1.6,81.9,0.537
"1334","LUX",2014,1.5,82.3,0.5497
"1335","LVA",2002,1.3,70.1,2.31
"1336","LVA",2003,1.3,70.5,2.288
"1337","LVA",2004,1.3,70.8,2.263
"1338","LVA",2005,1.4,70.6,2.239
"1339","LVA",2006,1.5,70.6,2.218
"1340","LVA",2007,1.5,70.8,2.2
"1341","LVA",2008,1.6,72,2.177
"1342","LVA",2009,1.5,72.6,2.142
"1343","LVA",2010,1.4,73,2.098
"1344","LVA",2011,1.3,73.7,2.06
"1345","LVA",2012,1.4,73.9,2.034
"1346","MEX",1970,6.7,60.9,50.78524
"1347","MEX",1971,6.6,62.4,52.34549
"1348","MEX",1972,6.5,63.1,53.94499
"1349","MEX",1973,6.4,63.7,55.57468
"1350","MEX",1974,6.2,64.2,57.2322
"1351","MEX",1975,5.9,64.7,58.9102
"1352","MEX",1976,5.7,65.2,60.60077
"1353","MEX",1977,5.4,65.7,62.29748
"1354","MEX",1978,5.2,66.1,63.99456
"1355","MEX",1979,4.9,66.6,65.68927
"1356","MEX",1980,4.7,67.2,67.38423
"1357","MEX",1981,4.5,67.7,69.08197
"1358","MEX",1982,4.3,68.2,70.78277
"1359","MEX",1983,4.2,68.6,72.47754
"1360","MEX",1984,4,69.1,74.15733
"1361","MEX",1985,3.9,69.5,75.82015
"1362","MEX",1986,3.8,69.9,77.46854
"1363","MEX",1987,3.7,70.2,79.10466
"1364","MEX",1988,3.6,70.6,80.73296
"1365","MEX",1989,3.5,70.8,82.35509
"1366","MEX",1990,3.4,70.5,83.97102
"1367","MEX",1991,3.3,70.9,85.58334
"1368","MEX",1992,3.2,71.3,87.18483
"1369","MEX",1993,3.1,71.7,88.75202
"1370","MEX",1994,3,72,90.26577
"1371","MEX",1995,3,72.3,91.72453
"1372","MEX",1996,2.9,72.5,93.13009
"1373","MEX",1997,2.8,72.8,94.47805
"1374","MEX",1998,2.8,73,95.79013
"1375","MEX",1999,2.7,73.2,97.11483
"1376","MEX",2000,2.6,73.3,98.43855
"1377","MEX",2001,2.6,73.5,99.71552
"1378","MEX",2002,2.6,73.6,100.9094
"1379","MEX",2003,2.5,73.8,101.9996
"1380","MEX",2004,2.5,73.9,103.0019
"1381","MEX",2005,2.5,74,107.151
"1382","MEX",2006,2.4,74.1,108.4088
"1383","MEX",2007,2.4,74.2,109.7874
"1384","MEX",2008,2.3,74.1,111.299
"1385","MEX",2009,2.3,74,112.8526
"1386","MEX",2010,2.3,74.1,114.2556
"1387","MEX",2011,2.3,74.2,115.6829
"1388","MEX",2012,2.2,74.4,117.0538
"1389","MEX",2013,2.2,74.6,118.3951
